n,F(n)
36609162629780831937918336527,20635668169008071266472186626412521951571338307963509794841417975040461519386825121835093204834629263572725162658737
37158920470203904058744433833,15261299258420628285601940069459014270193752297161037683887250573492328028138395406807140787514259840024993086692672
37160448021160317712289458207,11361945894221265805885085607576755481843685061229845858275487040560033720085697551534452069814817562379727340951937
37203265451411921585527385119,3487188363746855669587725017119162866992195613555755301385668318196825123521590536226309174392748690175780596898095
37204794825328141371485536601,17897524602945532771003127549195288942107815944904647074676450491437128487776460556898989814856298904942104134812053
37375357676257874350419019577,2035464091253057482401534443341558576636596787539009291107600353623284308476664162599193377322197254520156108076231
37441127663670459759419415973,11089696329355147740368927976471334634005418033956444671329368288459628652927291866893634012414457332327561142585387
37979461872406922713726809311,3934554620685853975649829942861251495069933723425843062999228521132584079488778763764935646273751592346216470172071
38048731825912114256599607381,14359802375367324814702964929372814922704676897964051451221572744345745629850919135015200509261881928803124062472744
38050295955761839133068370899,14293858133164684145766634682588446515504114620266003109323070775658618520679435948716931107352886694427949602269810
40533375993782134013059721963,17133050466147978704558758863486795872606730091715365760506853511150571992018224181199456134488310463611949457254293
42509029967350200303513333547,24007330154491873238173487145478307088429327135523118601623941769578073353930857797141862961546479817643296513114103
43465160230385481970868081513,17526631245667518796097084502304519013467666074182352656448284504133879876526521737415320613529240934193142548988270
43541646536309302160844476437,2842660049722275383023235433028324598862467303369811930479433560435518163971036124629283545677620498740363335541780
44248251473638342154403816389,8644663374798826094825828121563180438916927638733390320027441678316941447308321071146679986657516592796722937864874
44250070457021144857400232931,4819292178191748422694311757417185057771850658378837981461503842830178473905931586202343897102404302189792761563098
46204808139016879555278419833,11310185922292526014005026038359315917104453133437175659685743035623225125543116286738131284094616129088954951532162
47254839934553500465640527667,2205047711878002530839408398207939962723520332874362498339322329537565995930791348994450767110271556665392656811803
54954368790464312503264358723,12254364472472279241842848372990472538664696420565147086799973303423787868970255320522199051126646924819122903630188
56270311793564791952213363111,21795743525370155423321196014831078278578115610118173021160978710883045702574456856109799171774189269288821822866748
32192970618930682093138124443554075569,6240658010356094176998817047851667460853607571739307037485056334789184235509923787874617903968079203036133383278724
32917067910480428560156721713735135051,5559895816585149198687397478683696209648991598967875265727903945598044183027678977101201232688521868165663922979529
32974992577339383373474020130899459599,14757504095075987806497316523276851801917555758561142603922549668540856296653118605567190976405611405818537683807573
33510119161128684523038800504773635103,15804106587517713396070005038548461203721860357137862907053210156796534595584154947213115613410494068561636862197731
33511496714995330443144100921598984537,17356386566694415410175660362983237410092857457012796650139932812445073415571171202438297049014749484455105641698430
34521492274874024577624246363712142219,2553723542077763380432995567690362866566729624656839908596802827150417326915773092250362906976442741436798426549131
34582240271777460651176063816540343631,7654792038653806253219734490988748425093514729508816694454487674729882534994095801398437812359241314259889666079020
35143449680786832714552380999900858207,6209282368808195558097675469297583325110722606938963835026211347839676166304263197032504927836993130047285898473589
35144894378573858238815350422403964953,11470849381769106050157671673961122134042445935344710406818575772109807270656157514605833460485200605956610204197512
35360077980913616884973953351091661749,6142919977124604871814813978716114539929298999246868257716662256531759456341740580368157280909882558331220049470441
35933910338512174413817768348041143653,21068957968979886315969803382105849700564329236085186141363791156878193564838841706635741380629784650991667052838078
35935387531025054095424209176361649987,8555409030206837939063317719094396750965894484902724006115359067820389154531331478463043018032036409011516199388677
35997143789041805463536610466622915297,8220403492314904601772531336918639944389626475847981134287296524421188471149737577794510455975487818176654524999366
35998623580992898408805210069876017063,11158827696435285306831674062143132888638034710699142299508038680706392135817856980391224758290547274642859948479182
